,Name,Laptop ID,Price,Date
41,Dell Inspiron 5300 13.3-inch FHD Laptop (10th Gen i5-10210U/8GB/512GB SSD/Win 10 + MS Office/Intel UHD Graphics/Platinum Silver) D560214WIN9S,B08CW411GG,73990,13/11
42,Dell Inspiron 5501 15.6 Inch FHD Laptop (10th Gen i5-1035G1/8 GB/512 SSD/2 GB Nvidia Graphics/Win 10 + MS Office H&S 2019/Silver) D560212WIN9S,B08GY7YLY7,68999,13/11
43,"HP 245 G7 14-inch Business Laptop (Ryzen 5 3500U/4GB/256GB SSD/DOS/Jet Black/1.85kg), 2D5Y6PA",B08L8WTZ4K,31990,13/11
44,"Acer Acer One Intel Pentium Gold 4415U Processor 14-inch Display 1366 x 768 Laptop (4 GB Ram/1TB HDD/Windows 10 Home/Integrated Graphics/Black/1.8kgs), Z2-485",B08CY9SL14,24480,13/11
45,"HP Pavilion 15.6-inch FHD Laptop (10th Gen i5-1035G1/8GB/1TB HDD + 256GB SSD/Windows 10/MS Office/2GB Graphics/Mineral Silver/1.85 kg), 15-cs3006tx",B081JZTVWZ,66890,13/11
46,"HP Notebook 250 G7 Laptop 2A9A5PA#ACJ (Intel Celeron N4020/4GB Ram/1TB HDD/15.6 inch HD/Windows 10/Intel UHD Graphics/1.78Kg),Dark Ash Silver",B08JQJS9SB,28999,13/11
47,"Lenovo IdeaPad S540 10th Gen Intel Core i5 15.6-inch Full HD IPS Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/MS Office 2019/NVIDIA MX250 2GB Graphics/Mineral Grey/1.8Kg), 81NG002BIN",B083PFG5HH,74990,13/11
48,"HP 15 10th Gen Core i5 15.6-inch FHD Laptop (i5-10210U/8GB/1TB HDD + 256GB SSD/Win 10/MS Office/2GB NVIDIA GeForce MX130 Graphics/Natural Silver/1.74kg), 15s dr1000tx",B084375P8S,67980,13/11
49,"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 7 4800HS, GTX 1660Ti Max Q 6GB Graphics, Gaming Laptop (16GB/1TB SSD/Office/Windows 10/White/Anime Matrix/1.7 Kg), GA401IU-HE138TS + Xbox Game Pass for PC",B08CFSS78G,114990,13/11
50,"AVITA LIBER V14 NS14A8INF562-SG 14-inch Laptop (Core i5-10210U/8GB/512GB SSD/FHD/Windows 10 Home/Intel UHD Graphics 620/MS Office 365/ 1.25KG), Space Grey",B08B25KLN6,39490,13/11
51,"HP 15 10th Gen Intel Core i5 15.6-inch FHD Laptop (i5-10210U/8GB/1TB/Win 10/NVIDIA MX110 2GB Graphics /MS Office/1.74kg), 15s-du1079tx",B08HJZNW82,56900,13/11
52,"ASUS TUF Gaming F15 Laptop 15.6"" FHD Intel Core i7 10th Gen, GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-BQ036T",B08CY9C7TW,73990,13/11
53,"MSI GL65 Leopard, Intel 9th Gen. i5-9300H, 15.6"" FHD Gaming Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX 1650Ti/ Black/2.3Kg), 9SCSK-078IN",B08GY7Z5TN,62990,13/11
54,HP 14 10th Gen Intel Core i5 Processor 14-inch FHD Laptop with Built-in 4G LTE (8GB/256GB SSD + 1TB HDD/Windows 10/MS Office 2019/Natural Silver/1.51kg) 14s-er0003TU,B089P9JV71,63490,13/11
55,"Lenovo ThinkPad E14 Intel Core i3 10th Gen 14-inch Full HD Thin and Light Laptop (4GB RAM/ 256GB SSD/ DOS/ Black/ 1.69 kg), 20RAS0SE00",B086R6L9C8,37490,13/11
56,Dell Inspiron 3593 15.6-inch FHD Laptop (10th Gen i3-1005G1/4GB/1TB HDD/Win 10 + MS Office/Integrated Graphics/Black) D560236WIN9B,B08DXPGS83,35930,13/11
57,Dell G3 3500 Gaming Laptop 15.6-inch FHD 120 Hz Display (10th Gen Core i5-10300H/8GB/1TB + 256GB SSD/Win 10/4GB NVIDIA1650 Ti Graphics/Eclipse Black) D560253HIN9BE,B08H9W26LF,76590,13/11
58,"HP 245 G7 14-inch Laptop (AMD Ryzen 5-3500U/4GB/ 1TB HDD/DOS/Vega 8 Graphics/Jet Black/1.52Kg), 2D5Y6PA",B08L3JR736,31990,13/11
59,"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz Intel Core i7 10th Gen, GTX 1650Ti 4GB GDDR6 Graphics (8GB RAM/1TB HDD + 256GB SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LI-HN027T + Xbox Game Pass for PC",B08CY4W5J6,86990,13/11
60,"Acer Nitro 5 Intel Core i7 10750H 15.6"" FHD IPS 144Hz Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256 GB SSD/Windows 10 Home /GTX 1650Ti Graphics/Obisidian Black/2.3 kgs),AN515-55",B08HQZN76N,79990,13/11
61,"Lenovo Ideapad L340 Gaming Intel Core i5 9th Gen 15.6 inch FHD Gaming Laptop (8GB/1TB/Windows 10/NVIDIA GTX 1050 3GB Graphics/Black/2.2Kg), 81LK01L3IN",B08BSBK57X,56990,13/11
62,"Microsoft Surface Pro 7 VDV-00015 12.3 inch Touchscreen 2-in-1 Laptop (10th Gen Intel Core i5/8GB/128GB SSD/Windows 10 Home/Intel Iris Plus Graphics), Platinum",B084HYTLFS,79990,13/11
63,"AVITA PURA NS14A6INU442-SGGYB 14-inch Laptop (AMD Ryzen 3-3200U/4GB/256GB SSD/FHD/Windows 10 Home in S Mode/AMD Radeon Vega 3 Graphics/MS Office 365/ 1.34Kg), Space Grey with 3 in 1 Sleeve (Grey)",B08CHXT6K8,24990,13/11
64,"Lenovo V14 Intel Core i5 10th Gen 14-inch Full HD Thin and Light Laptop (8GB RAM/ 256GB SSD/ Windows 10 Home/ Grey/ 1.6 kg), 82C4015VIH",B08BXY8R8Z,43990,13/11
65,"Lenovo ThinkPad E14 Intel Core i3 10th Gen 14-inch Full HD IPS Thin and Light Laptop (4GB RAM/ 256GB SSD/Windows 10 Home/Microsoft Office Home & Student 2019/ Black/ 1.69 kg), 20RAS1GP00",B08GPPT991,40990,13/11
66,"Lenovo Ideapad S340 10th Generation Intel Core i3 14 inch FHD Thin and Light Laptop (8GB/1TB/Windows 10/Office 2019/Black/1.69Kg), 81VV00HEIN",B08695NVCP,45490,13/11
67,"HP 250 G7 (22A67PA#ACJ) Notebook (10th Gen Intel Core i3-1005G1/ 4GB RAM / 512 GB SSD/ Windows 10 Home/ No DVDRW/ 15.6""Inch), 1 Year Warranty",B08F9NQ8NF,39699,13/11
68,Dell G3 3500 Gaming Laptop 15.6-inch FHD 120 Hz (10th Gen Core i7-10750H/8GB/512GB SSD/Windows 10 Home Plus & MS Office/NVIDIA1650 Ti Graphics/Eclipse Black) D560260WIN9BE,B08H9PTSYR,88990,13/11
69,"Lenovo V15 Intel Core i3 10th Gen 15-inch HD Thin and Light Laptop (4GB RAM/ 256GB SSD/ Windows 10 Home/ Grey/ 1.85 kg), 82C500PQIH",B08BY17XS1,32790,13/11
70,"HP Pavilion x360 Core i3 Touchscreen 14-inch FHD Laptop (i3-10110U/8GB/256GB SSD/Win 10/MS Office/Mineral Silver/1.6kg), 14-dh1181tu",B08HK11NCJ,47990,13/11
71,"HP Omen 15.6-inch FHD Gaming Laptop (Ryzen 5-4600H/8GB/512GB SSD/Windows 10/NVIDIA GTX 1660ti 6GB/Shadow Black/2.36 kg), 15-en0002AX",B08CGGRHLH,85990,13/11
72,"Microsoft Surface Laptop 3 Intel Core™ i5 10th Gen 13.5 inch Touchscreen Laptop (8GB/128GB SSD/Windows 10 Home/Integrated Graphics/Platinum/1.265kg), VGY-00021",B08692DXK2,90990,13/11
73,Dell Inspiron 3593 15.6-inch Laptop Intel 10th Gen Corei3/4GB/1TB/Windows 10 Home Single Language + MS Office Lifetime with Intel Full HD (1920 X 1080) Display Intel HD Graphics Waves MaxxAudio Black,B081STMCZ8,35990,13/11
74,"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 7 4800HS, GTX 1660Ti Max Q 6GB GDDR6 Graphics, Gaming Laptop (16GB/1TB SSD/MS Office 2019/Windows 10/Eclipse Gray/Anime Matrix/1.7 Kg), GA401IU-HE139TS",B08CG3TFM6,117990,13/11
75,"HP Chromebook x360 12b-ca0010TU 12-inch Touchscreen Laptop (Celeron N4020/4GB/64GB SSD/Chrome OS/Integrated Graphics), Natural Silver",B08C5WSTR6,32990,13/11
76,"ASUS VivoBook 15 Intel Core i5-1035G1 10th Gen 15.6-inch FHD Thin and Light Laptop (8GB RAM/1TB HDD + 256GB SSD/Windows 10/MS Office 2019/2GB NVIDIA MX330 Graphics/Silver/1.75 kg), X512JP-EJ231TS",B08CHZ8RQW,63990,13/11
77,"ASUS ROG Strix G17 17.3"" FHD 120Hz Intel Core i7-10750H 10th Gen, GTX 1660Ti 6GB Graphics (16GB RAM/512GB NVMe SSD/Windows 10/Original Black/2.83 Kg), G712LU-H7015T + Xbox Game Pass for PC",B08DVLCNKK,104990,13/11
78,"New Apple MacBook Pro (13-inch, 8GB RAM, 512GB SSD, 1.4GHz Quad-core 8th-Generation Intel Core i5 Processor, Magic Keyboard) - Space Grey",B0883KXHG3,135840,13/11
79,"ASUS VivoBook 15 Intel Core i5-1035G1 10th Gen 15.6-inch FHD Thin and Light Laptop (8GB RAM/1TB HDD + 256GB SSD/Windows 10/MS Office 2019/2GB NVIDIA MX330 Graphics/Grey/1.75 kg), X512JP-EJ233TS",B08D1CV9ZG,63990,13/11
80,"ASUS VivoBook S14 Intel Core i5-1035G1 10th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB NVMe SSD + 32GB Optane Memory/Windows 10/MS Office 2019/Silver Blue/1.35 kg), S403JA-BM033TS",B08BPNPW74,65990,13/11
81,"Dell Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3-1005G1/4GB/1TB HDD/Windows 10 Home + MS Office/Intel HD Graphics),Soft Mint",B08LGRW9P2,37990,13/11
82,INSPIRON 3505 15 Inch FHD AG Laptop (Ryzen-3 3250U / 4 GB / 1TB / Vega Graphics / 1 Yr NBD / Win 10 + MS Office H&S 2019) D560335WIN9S,B08HQ63PCW,34290,13/11
83,Lenovo 82C7A006IH V15 ADA Laptop (AMD Athlon Silver 3050U/4GB Ram/ 1TB HDD/ 15.6 inch HD AG/ Windows-10/Integrated AMD Radeon Graphics/ Iron Grey),B08DHZS1XQ,31490,13/11
84,"AVITA PURA NS14A6INU442-MEGYB 14-inch Laptop (AMD Ryzen 3-3200U/4GB/256GB SSD/FHD/Windows 10 Home in S Mode/AMD Radeon Vega 3 Graphics/MS Office 365/1.34Kg), Metallic Black with 3 in 1 Sleeve (Grey)",B08CJ1515J,24990,13/11
85,"Lenovo Ideapad Slim 3 AMD Ryzen 3 15.6 inch FHD Thin and Light Laptop (4GB/1TB/Windows 10/MS Office/Grey/1.85Kg), 81W10052IN",B087D454KV,33990,13/11
86,VOSTRO 3405 14inch HD AG Laptop (Ryzen-3 3250U / 4 GB / 1TB / Vega Graphics / 1 Yr NBD / Win 10 + MS Office H&S 2019) D552134WIN9BE,B08HQY7WH4,33320,13/11
87,"HP Chromebook x360 14c-ca0005TU 14-inch Laptop (10th Gen i3-10110U/8GB/128GB SSD/Chrome OS/Integrated Graphics), Mineral Silver",B08C5WLK3Q,49990,13/11
88,"Microsoft Surface GO 2 STQ-00013 10.1-inch Laptop (Gold Processor 4425Y/8GB/128GB SSD/Windows 10 Home in S Mode/Intel UHD 615 Graphics), Platinum",B08DHHB2W1,55990,13/11
89,"Lenovo V14 Intel Core i3 10th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Windows 10 Home/ Grey/ 1.6 kg), 82C4016SIH",B08BXZXVV5,31700,13/11
90,"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black/2.25 kg), 15-ec0100AX",B08CYZM4Y3,56990,13/11
91,"ASUS VivoBook S14 Intel Core i5-1035G1 10th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB NVMe SSD + 32GB Optane Memory/Windows 10/MS Office 2019/Petal Pink/1.35 kg), S403JA-BM034TS",B08BPLQ5F4,62990,13/11
92,Dell G3 3500 Gaming 15.6inch 120hz FHD Display Laptop (10th Gen i7-10750H / 8 GB / 512 SSD / GTX 1650 4GB / 1Yr Premium Warranty/ Win 10 + MS Office H&S 2019) D560250WIN9BE,B08HYPRST4,85990,13/11
93,"Dell New Latitude 3410 14""---Core i3 10th Gen || 8GB || 1 TB || DOS-Ubantu || 1 Year ADP+NBD Dell Warranty || 14 "" Screen Size || Without Bag",B08KJ768JV,36950,13/11
94,"HP 14s cf3006tu 14-inch Laptop (Core i3-1005G1/4GB/1TB HDD/Windows 10 Home/Intel UHD Graphics), Natural Silver",B08CHWNVNH,39990,13/11
95,"HP 245 G7 AMD Ryzen 5 - 3500U 14 inch Laptop (8GB RAM/1TB HDD/Windows 10 /Radeon Vega 8 Graphics/NO ODD) 1S5F5PA (1.52kg,Dark ash Silver)",B08KQGQYRC,39990,13/11
96,"Lenovo Yoga Slim 7i 10th Gen Intel Core i5 14 inch Full HD IPS Thin and Light Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/NVIDIA MX350 2GB GDDR5 Graphics/Slate Grey/1.55Kg), 82A1009LIN",B087D47QXB,73990,13/11
97,"HP Spectre x360 Core i5 10th Gen 13-inch FHD Touchscreen Laptop (8GB/512 GB SSD/Windows 10/MS Office 2019/Nightfall Black/1.27 kg), 13-aw0204TU",B082DZDGWM,102990,13/11
98,"Lenovo V15 Intel Core i3 10th Gen 15-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Windows 10 Home/ Grey/ 1.85 kg), 82C500PXIH",B08BY24TMR,32590,13/11
99,Dell Inspiron 3593 15.6 inch FHD Laptop (10th Gen i5-1035G1/ 8GB/ 1TB + 256 SSD/ NVIDIA 2GB MX230 Graphics/ Win 10 + MS Office/ Silver) D560314WIN9SE,B08GY4JF8X,66760,13/11
100,"HP Pavilion 14-CE1073TX 14-inch Laptop (8th Gen Core i5-8265U/8GB/512GB SSD/Windows 10, Home/2GB NVIDIA GeForce MX150 Graphics), Mineral Silver + Microsoft 365 Personal-One Year Subscription",B08L3S3HFY,56990,13/11
101,"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 5 4600HS, GTX 1650Ti 4GB GDDR6 Graphics, Gaming Laptop (8GB/1TB SSD/MS Office 2019/Windows 10/Moonlight White/Without Anime Matrix/1.6 Kg), GA401II-HE217TS",B08K9ZFMQ1,86990,13/11
102,"ASUS ZenBook 14 (2020) Intel Core i5-1135G7 11th Gen 14-inch FHD Thin and Light Laptop (8GB RAM/512GB NVMe SSD/Windows 10/MS Office 2019/Intel Iris Xᵉ Graphics/Pine Grey/1.17 kg), UX425EA-BM501TS",B08M4SQ83T,82590,13/11
103,"Acer Aspire 3 AMD Ryzen 3 15.6-inch Full HD 1366 x 768 Display Thin and Light Laptop (4GB Ram/1TB HDD/Window 10, Home/Integrated Graphics/Pure Silver), A315-23",B088CG6812,29466,13/11
104,"Lenovo Yoga C640 10th Gen Intel Core i5 13.3 inch Full HD IPS 2-in-1 Convertible Laptop (8GB/512GB SSD/Windows 10/MS Office 2019/Iron Grey/1.35Kg), 81UE0034IN",B083PFZXC4,79990,13/11
105,"Lenovo V14 Intel Core i3 10th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Win 10 Home/ Grey/ 1.6 kg), 82C4A00NIH",B08DFRKHLL,33450,13/11
106,"HP Pavilion Gaming DK0271TX 15.6-inch 144 Hz Screen Laptop (Core i5-9300H/8GB/512GB SSD/Windows 10 Home/MS Office/4GB NVIDIA GeForce GTX 1650 Graphics), Shadow Black",B08GD72H1H,68990,13/11
107,"ASUS ZenBook 14 (2020) Intel Core i7-1165G7 11th Gen 14-inch FHD Thin and Light Laptop (16GB RAM/512GB NVMe SSD/Windows 10/MS Office 2019/Intel Iris Xᵉ Graphics/Pine Grey/1.17 kg), UX425EA-BM701TS",B08M4SWRR5,96890,13/11
108,"HP 14 10th Gen Intel Core i7 Ultra Thin and Light FHD Laptop (i7-1065G7/8GB/512GB SSD/Win 10/MS Office 2019/Natural Silver/1.46 Kg), 14s-DR1010TU",B08H2V92WV,71740,13/11
109,ASUS G512LV-AZ163T (i7-10750H/ RTX2060 (6GB)/ 16G/ 1T SSD/ 15.6 FHD-240hz/ 66Wh/ Electro Punk),B08FLGKCT3,129990,13/11
110,HP 14 10th Gen Intel Core i3 Processor 14-inch FHD Laptop with Built-in 4G LTE (4GB/1TB HDD/Windows 10/MS Office 2019/Natural Silver/1.51kg) 14s-er0002TU and Bag Combo,B08LBJN122,40798,13/11
111,"Lenovo ThinkPad E14 Intel Core i7 10th Gen 14-inch Full HD Thin and Light Laptop (16GB RAM/ 512GB SSD/ Windows 10 Home/Office H&S 2019/2 GB Graphics/ Black/ 1.69 kg), 20RAS1M600",B08GM8PMHF,89490,13/11
112,"ASUS ExpertBook P1 (P1440FA)-14 inch Notebook (Intel i3-10110U Processor, 4GB RAM, 1TB HDD, Endless)-P1440FA-FQ2348",B08J13V6CM,32980,13/11
113,"ASUS VivoBook 14-inch FHD - X441UA-GA608T - Intel Core i5 8th Gen 8250U / 8GB RAM / 1TB HDD/ Windows 10/ Integrated Graphics/1.75 Kg), Black",B08M3CPC7K,43445,13/11
114,Dell Vostro 3401 14inch FHD AG Display Laptop (10th gen i3-1005G1 / 4GB / 1TB + 256GB SSD / Integrated Graphics / 1 yr NBD Warranty/ Win 10 + MS Office H&S 2019 / Black),B08LSCBS98,40070,13/11
